0,NetId,name,URL,endDate,dataSize,table,image,audio,video,data type,text/csv,text/json,text/tab-separated-values,image/bmp,image/jpeg,image/png,image/tiff,audio/x-wav,audio/x-aiff,video/mp4,data format,columns,augmented dataset URL,taskType,taskSubType,outputType,targetIndex,targetName,rawData (non csv),rawDataIndex,problemDescription,preprocessing,preprocessing function call,featureExtractor,featureExtractor function call,featureSelector,featureSelector function call,sklearn,xgboost,keras,tensorflow,lightgbm,Libraries,estimators,estimator1,estimator1 function call,estimator2,estimator2 function call,estimator3,estimator3 function call,postprocessing,postprocessing function call,performanceMetric,crossValidationPerformance,codeURIRunningTimeSecondsTesting,codeURIRunningTimeSecondsTraining,WellWrittenCodeDocRating0-5,WellWrittenCodeRating0-5,codeURI,codeYear,codeMonth,codeAuthor,codeCountry,GenericUnivariateSelect,SelectPercentile,SelectKBest,SelectFpr,SelectFdr,SelectFromModel,SelectFwe,RFE,RFECV,VarianceThreshold,chi2,f_classif,f_regression,mutual_info_classif,mutual_info_regression,KNeighborsClassifier,KNeighborsRegressor,SGDClassifier,LinearRegression,LogisticRegression,Ridge,BayesianRidge,Lasso,SGDRegressor,DecisionTreeClassifier,DecisionTreeRegressor,LinearSVC,SVC,LinearSVR,RandomForestClassifier,GradientBoostingClassifier,RandomForestRegressor,GradientBoostingRegressor,MLPClassifier,XGBClassifier,XGBRegressor,CNN,ResNet,1,2,3,4,5,6,7,8
83,vaa238/wl1622,springleaf-marketing-response,https://www.kaggle.com/c/springleaf-marketing-response,10/19/15 23:59,965.8MB,True,False,False,False,table,True,False,False,False,False,False,False,False,False,False,csv,[0;ID;unwanted;0;VAR_0001;string;0;VAR_0002;integer;0;VAR_0003;integer;0;VAR_0004;integer;0;VAR_0005;string;0;target;integer],NONE,classification,binary,probability,1,target,False,NONE,Determine whether to send a direct mail piece to a customer,one hot encoding normalization/scaling,train_df.sample(n=100000),NONE,NONE,selectkbest,SelectKBest(chi2 k=200),True,False,False,False,False,sklearn,randomforestclassifier/regressor,randomforestclassifier/regressor,RandomForestRegressor(n_estimators=500 n_jobs=-1 max_features='auto'),NONE,NONE,NONE,NONE,NONE,NONE,auc,0.78346,NONE,NONE,NONE,NONE,https://www.kaggle.com/algonell/2015-08-20/,2015,October,NONE,NONE,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE

